Team Number,Match Number,Alliance Color,Scouter Name,Competition,Starting Position,Auto Notes in Speaker,Auto Notes in Amp,Auto Pickup Location,Tele Notes in Speaker,Tele Notes in Amp,Notes in Trap,Where Notes Scored,Climb,Driver Confidence,Intake Preference,Disabled,Defense Ratiing,Comments
8847,41,"""Red""","""Lawson  930""",2024wimi,4,1,0,"""Wing""",3,0,0,"""Subwoofer""","""Single Climb""",1,"""Ground""","""No""",0,""""""
8847,48,"""Red""","""Everett Hilby 5148""",2024wimi,4,2,0,"""Wing""",3,0,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",0,""""""
8847,57,"""Blue""","""Liam 6421""",2024wimi,4,2,0,"""Wing""",1,0,0,None,"""Parked""",1,Neither,"""No""",1,"""Too much defense of the whole match."""
8847,73,"""Blue""","""Olive 6381""",2024wimi,1,1,0,"""Wing""",3,0,0,"""Subwoofer""","""Attempted But Failed""",3,"""Ground""","""No""",2,""""""
8847,84,"""Red""","""Eirian W 930""",2024wimi,4,0,0,None,4,0,0,"""Podium""","""Single Climb""",2,"""Ground""","""No""",0,""""""
9425,12,"""Red""","""Casey Frahmann 6421""",2024wimi,2,0,0,None,3,0,0,"""Subwoofer"", ""Center Line""","""Parked""",2,"""Source(Fed By Human Player)""","""No""",1,"""Very good at scoring speaker"""
9425,21,"""Red""","""Madalynn 930""",2024wimi,4,1,0,None,4,0,0,"""Podium""","""Attempted But Failed""",2,"""Source(Fed By Human Player)""","""No""",0,""""""
9425,30,"""Red""","""Kai 1675""",2024wimi,3,1,0,"""Center Line""",1,0,0,"""Subwoofer""","""Attempted But Failed""",1,"""Source(Fed By Human Player)""","""No""",1,""""""
9425,44,"""Blue""","""""",2024wimi,4,0,0,None,3,0,0,"""Podium""","""Not Attempted""",3,Neither,"""Yes - Part Of Match""",0,""""""
9425,50,"""Blue""","""Nikolae Munguia 6381""",2024wimi,4,1,0,None,4,0,0,"""Wing""","""Parked""",1,"""Source(Fed By Human Player)""","""No""",0,"""Preformed well, scored multiple times and parked"""
9425,57,"""Blue""","""Nikolae Munguia 6381""",2024wimi,3,1,0,None,1,0,0,"""Subwoofer""","""Not Attempted""",3,Neither,"""Yes - Part Of Match""",0,"""Not bad performance, but was disabled in the later parts of the match"""
9425,65,"""Red""","""Casey Frahmann 6421""",2024wimi,3,0,0,None,2,0,0,"""Subwoofer""","""Not Attempted""",2,"""Source(Fed By Human Player)""","""No""",0,"""Can't climb, not much power behind launcher, overall, mediocre"""
9425,73,"""Red""","""Lauren groeschel 5148""",2024wimi,1,1,0,None,3,0,0,None,"""Not Attempted""",1,"""Ground""","""No""",0,""""""
9425,83,"""Red""","""Kabao 6381""",2024wimi,1,1,0,None,2,0,0,"""Subwoofer""","""Not Attempted""",2,"""Source(Fed By Human Player)""","""No""",0,""""""
9535,6,"""Blue""","""Asher v 930""",2024wimi,3,1,0,None,2,1,0,"""Wing""","""Attempted But Failed""",1,"""Ground""","""No""",0,""""""
9535,12,"""Red""","""Evan 930""",2024wimi,3,0,0,None,3,2,0,None,"""Single Climb""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",1,""""""
9535,36,"""Red""","""Casey Frahmann 6421""",2024wimi,3,1,0,"""Center Line""",1,3,0,"""Subwoofer"", ""Podium"", ""Wing"", ""Center Line""","""Parked""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,"""Very good at amp, but scores in speaker as well"""
9535,43,"""Blue""","""Shane 6381""",2024wimi,3,1,0,"""Wing""",1,3,0,"""Wing""","""Single Climb""",2,"""Ground""","""No""",0,""""""
9535,52,"""Red""","""Ellen Halvorsen 6381""",2024wimi,3,2,0,"""Wing""",2,5,0,"""Subwoofer""","""Single Climb""",2,"""Ground""","""No""",1,""""""
9535,60,"""Blue""","""Aidan 6421""",2024wimi,1,2,0,"""Wing""",5,0,0,"""Subwoofer"", ""Podium""","""Single Climb""",1,"""Ground""","""No""",1,""""""
9535,69,"""Red""","""Asher v 930""",2024wimi,3,2,0,"""Wing""",5,2,0,"""Subwoofer"", ""Podium""","""Parked""",1,"""Ground""","""No""",0,""""""
9535,89,"""Red""","""Kabao 6381""",2024wimi,3,1,0,"""Wing""",2,4,0,"""Subwoofer"", ""Podium""","""Single Climb""",1,"""Ground""","""No""",0,""""""
9676,5,"""Red""","""Lukas Tonkovic 5148""",2024wimi,4,1,0,None,1,2,0,"""Podium"", ""Wing""","""Parked""",1,"""Ground""","""No""",0,""""""
9676,12,"""Blue""","""AQ6421""",2024wimi,4,0,0,None,1,2,0,"""Subwoofer""","""Parked""",2,"""Ground""","""No""",0,"""Good amp bot"""
9676,21,"""Red""","""Aidan L 6421""",2024wimi,3,1,0,None,1,3,0,"""Wing""","""Not Attempted""",1,"""Ground"", ""Source(Fed By Human Player)""","""No""",1,""""""
9676,22,"""Red""","""Noah Dinan 1675""",2024wimi,3,1,0,None,1,3,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,""""""
9676,44,"""Red""","""Jay 1675""",2024wimi,3,0,1,"""Center Line""",0,3,0,"""Wing"", ""Center Line""","""Parked""",2,"""Ground""","""No""",0,"""Did a decent job with scoring and managed to park in endgame"""
9676,52,"""Red""","""Alex 6421""",2024wimi,4,0,0,None,1,4,0,"""Subwoofer""","""Parked""",3,"""Ground"", ""Source(Fed By Human Player)""","""No""",0,""""""
9676,63,"""Blue""","""Aidan6421""",2024wimi,4,0,0,None,0,4,0,None,"""Not Attempted""",2,"""Ground""","""No""",1,""""""
9676,71,"""Red""","""Asher v 930""",2024wimi,3,1,0,None,0,6,0,"""Wing""","""Parked""",3,Neither,"""No""",2,""""""
9676,79,"""Blue""","""Dhakshesh K 5148""",2024wimi,3,2,0,"""Wing""",0,6,0,"""Wing""","""Parked""",1,"""Ground""","""No""",1,"""was able to score in speaker during auto buy not teleop, manipulator controller issue with angling and speed. consistent scoring on amp"""
9676,90,"""Red""","""Whitaker 930""",2024wimi,2,0,0,None,0,5,0,"""Subwoofer""","""Parked""",3,"""Ground""","""No""",0,""""""
9760,1,"""Blue""","""Aidan 6421""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Source(Fed By Human Player)""","""No""",1,"""Played defense, but got Penalty"""
9760,14,"""Red""","""""",2024wimi,2,1,0,None,1,0,0,"""Subwoofer""","""Parked""",3,Neither,"""No""",0,"""Kitbot"""
9760,20,"""Red""","""Madalynn 930""",2024wimi,2,0,0,None,0,0,0,None,"""Parked""",3,"""Source(Fed By Human Player)""","""No""",1,""""""
9760,28,"""Red""","""Nathan 6421""",2024wimi,2,0,0,None,1,0,0,"""Subwoofer""","""Not Attempted""",3,"""Source(Fed By Human Player)""","""No""",0,""""""
9760,45,"""Blue""","""Shane 6381""",2024wimi,2,1,0,None,1,0,0,"""Subwoofer""","""Parked""",3,"""Source(Fed By Human Player)""","""No""",0,""""""
9760,54,"""Blue""","""Nikolae Munguia 6381""",2024wimi,4,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Source(Fed By Human Player)""","""No""",0,"""didn't preform well, many notes got stuck in it, and some notes it launched towards the blue wing either went out of the field or were taken by the red team."""
9760,62,"""Red""","""Noah Dinan 1675""",2024wimi,2,0,0,None,0,0,0,None,"""Parked""",3,"""Source(Fed By Human Player)""","""No""",0,""""""
9760,68,"""Blue""","""Michael 1675""",2024wimi,4,0,0,None,0,0,0,None,"""Parked""",3,"""Source(Fed By Human Player)""","""No""",1,""""""
9760,74,"""Red""","""Lauren  5148""",2024wimi,2,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Source(Fed By Human Player)""","""No""",0,"""Would feed notes to the other side of the arena for other robots to use"""
9760,83,"""Red""","""Eirian 930""",2024wimi,2,0,0,None,0,0,0,None,"""Not Attempted""",3,"""Source(Fed By Human Player)""","""No""",0,"""They fed notes onto the red side for their alliance partners."""
93,12,Blue,Amelia 1714,2024wimi,2,0,0,Center Line,11,0,0,"Subwoofer, ""Wing""",Harmonized,2,Ground,No,0,
93,24,Blue,Zoe 6574,2024wimi,2,0,0,Wing,6,2,0,"Subwoofer, ""Wing""",Single Climb,1,Ground,No,0,2 second climb because they got hooks up while shooting 
93,35,Blue,Georgia 6574,2024wimi,2,2,0,None,10,0,0,"Wing, ""Center Line""",Harmonized,1,Neither,No,0,
93,43,Blue,Chacha 6574,2024wimi,2,0,0,None,9,0,0,None,Single Climb,1,Ground,No,0,Very fast shooter
93,51,Red,Alex R 2062,2024wimi,4,1,0,None,8,0,0,Subwoofer,Harmonized,1,Ground,No,0,
93,58,Red,Leo 1714,2024wimi,2,0,0,None,7,0,0,"Subwoofer, ""Podium""",Harmonized,1,Ground,No,0,
93,68,Blue,Diego 1714,2024wimi,1,1,0,Wing,8,0,0,Subwoofer,Not Attempted,1,Ground,No,0,
93,76,Red,Zoe 6574,2024wimi,2,0,0,None,7,1,0,"Subwoofer, ""Wing""",Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,0,
93,82,Red,Shane 6381,2024wimi,1,1,0,None,8,0,0,Subwoofer,Single Climb,1,Ground,No,0,
537,3,Blue,Cohen 2062,2024wimi,3,0,0,None,2,1,0,Subwoofer,Not Attempted,3,Ground,No,0,
537,10,Red,Leah 1714,2024wimi,3,0,0,None,2,1,0,Subwoofer,Attempted But Failed,3,Ground,No,0,
537,21,Blue,Vitor 1714,2024wimi,3,0,0,None,1,4,0,Subwoofer,Parked,1,Ground,No,0,Speaker shot takes long time
537,29,Red,April 1714,2024wimi,1,0,0,None,0,3,0,Subwoofer,Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,1,
537,37,Red,April 1714,2024wimi,4,0,0,None,4,1,0,"Subwoofer, ""Wing""",Parked,3,Ground,No,0,
537,52,Blue,Carson 6574,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,
537,62,Blue,Vitor 1714,2024wimi,1,0,0,None,2,0,0,Subwoofer,Not Attempted,2,Ground,No,0,shooter didn't work for mos of match
537,69,Red,Jessica 1714,2024wimi,4,0,0,None,0,4,0,Wing,Not Attempted,2,Ground,No,0,
537,75,Red,Landon 6381,2024wimi,4,0,0,None,3,0,0,Subwoofer,Parked,3,Ground,No,0,
537,82,Red,"Liam Wagner, Core 2062",2024wimi,3,1,0,None,0,4,0,None,Parked,2,Ground,No,0,
706,8,Red,Adam Grouse 2062,2024wimi,2,0,0,None,0,0,0,None,Parked,3,Neither,No,0,Drive train broke/had issues. it was pushed by a blue robot to park
706,14,Red,Chacha 6574,2024wimi,4,0,0,None,0,0,0,None,Attempted But Failed,1,Ground,No,0,"Teammates drive train broke, they couldn't score"
706,22,Blue,Vitor 1714,2024wimi,4,0,0,None,0,1,0,None,Not Attempted,3,Ground,Yes - All Of Match,0,Robot got shut off
706,30,Blue,Isabella 6574,2024wimi,4,0,0,None,1,0,0,Subwoofer,Single Climb,2,Ground,No,0,
706,39,Red,Jonathan M #2062,2024wimi,1,0,0,None,2,0,0,Wing,Attempted But Failed,3,Ground,No,2,
706,53,Blue,Carson 6574,2024wimi,4,0,0,None,1,0,0,None,Attempted But Failed,3,Ground,No,0,
706,60,Red,Kiersten 2062,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Neither,Yes - All Of Match,0,Lost power in first few seconds of teleope
706,69,Red,Jonathan M #2062,2024wimi,1,0,0,None,2,0,0,"Subwoofer, ""Wing""",Not Attempted,3,Ground,No,0,
706,76,Red,Landon 6381,2024wimi,4,0,0,None,0,0,0,None,Not Attempted,3,Neither,No,1,
706,84,Blue,Preston 6574,2024wimi,1,0,0,None,0,0,0,None,Parked,2,Neither,No,1,missed the speaker When shooting
930,18,Red,,2024wimi,2,3,0,Wing,5,0,0,Wing,Not Attempted,1,Ground,No,0,
930,27,Blue,Kevin Fajardo 1714,2024wimi,4,2,0,Wing,9,0,0,"Subwoofer, ""Podium""",Parked,1,Ground,No,0,
930,34,Blue,Toby 6574,2024wimi,4,2,0,None,0,0,0,None,Not Attempted,1,Neither,No,0,
930,45,Blue,Chacha 6574,2024wimi,4,2,0,Center Line,2,0,0,Wing,Not Attempted,2,Ground,No,0,Good at spoon feeding notes
930,54,Red,"Liam Wagner, Core 2062",2024wimi,2,1,0,Center Line,6,0,0,Podium,Not Attempted,2,Ground,No,0,
930,60,Red,Leo 1714,2024wimi,4,1,0,Wing,9,0,0,"Subwoofer, ""Podium""",Not Attempted,1,Ground,No,0,
930,66,Red,Isabella 6574,2024wimi,2,0,0,Wing,0,0,0,None,Not Attempted,2,Ground,No,1,
930,73,Red,Jonathan M #2062,2024wimi,2,2,0,Wing,1,0,0,Wing,Not Attempted,1,Ground,No,0,Note got stuck in the back of the shooter.
930,82,Red,Kevin Fajardo 1714,2024wimi,4,1,0,Center Line,3,0,0,Podium,Parked,2,Ground,No,0,Shot notes to their teammates for whole match\n
930,4,Red,Georgia 6574,2024wimi,2,0,0,None,3,0,0,Wing,Parked,1,Ground,No,1,
1091,4,Red,Jessica 1714,2024wimi,1,0,0,None,2,0,0,Subwoofer,Single Climb,3,Ground,No,0,
1091,16,Blue,Cohen 2062,2024wimi,3,0,0,None,1,0,0,Subwoofer,Single Climb,3,Ground,No,0,
1091,24,Blue,Kiersten 2062,2024wimi,4,0,0,None,0,0,0,None,Attempted But Failed,1,Ground,No,2,"Attempted auto speaker, played hard defense"
1091,32,Red,Grady 2062,2024wimi,3,0,0,None,0,0,0,None,Single Climb,3,Neither,No,2,
1091,42,Red,Jessica 1714,2024wimi,3,1,0,Wing,1,0,0,Subwoofer,Attempted But Failed,3,Ground,No,0,Kept getting defended on 
1091,48,Blue,Rae 6574,2024wimi,3,0,0,Wing,5,0,0,Subwoofer,Attempted But Failed,2,Ground,No,0,
1091,55,Blue,Amelia 1714,2024wimi,3,0,0,None,0,0,0,None,Single Climb,3,Ground,Yes - Part Of Match,0,
1091,65,Red,Jonathan M #2062,2024wimi,3,2,0,Wing,3,0,0,Wing,Attempted But Failed,1,Ground,No,0,
1091,74,Blue,Carson 6574,2024wimi,3,1,0,Wing,4,0,0,Subwoofer,Single Climb,2,Ground,No,0,
1091,85,Blue,Preston 6574,2024wimi,3,1,0,Wing,0,0,0,Subwoofer,Single Climb,2,Ground,No,0,Shooter wasn't strong enough to get note in speaker
1259,8,Blue,Cohen 2062,2024wimi,2,1,0,None,0,1,0,None,Parked,2,Ground,No,2,
1259,12,Red,,2024wimi,1,0,0,None,0,0,0,None,Not Attempted,3,Ground,Yes - Part Of Match,2,
1259,14,Red,Adam Grouse 2062,2024wimi,3,1,0,None,0,0,0,None,Not Attempted,3,Neither,No,0,Drive train issues
1259,21,Red,Carson 6574,2024wimi,3,1,0,None,0,0,0,None,Single Climb,2,Neither,No,2,
1259,35,Blue,Kevin Fajardo 1714,2024wimi,3,1,0,None,3,3,0,Subwoofer,Single Climb,2,Ground,No,0,
1259,42,Blue,Diego 1714,2024wimi,4,1,0,None,5,1,0,Subwoofer,Parked,3,Ground,No,0,
1259,51,Blue,Rae 6574,2024wimi,3,0,0,Wing,0,4,0,Wing,Not Attempted,2,Ground,No,2,
1259,63,Blue,Margaret 6574,2024wimi,3,0,0,None,0,0,0,None,Single Climb,3,Neither,No,2,
1259,72,Red,Jessica 1714,2024wimi,2,0,0,None,6,3,0,Subwoofer,Parked,1,Ground,No,0,
1259,80,Red,Shane 6381,2024wimi,3,0,0,None,2,2,0,Subwoofer,Single Climb,2,Ground,No,0,
1259,90,Red,April 1714,2024wimi,3,3,0,Wing,5,2,0,Subwoofer,Parked,1,Ground,No,0,
1306,9,Red,Leah 1714,2024wimi,2,1,0,None,0,0,0,None,Parked,3,Ground,No,2,
1306,16,Red,,2024wimi,4,0,0,None,0,1,0,Wing,Not Attempted,1,Ground,No,0,
1306,23,Blue,Vitor 1714,2024wimi,4,1,0,None,0,0,0,None,Parked,3,Ground,No,2,Robot became unable to shoot
1306,31,Red,Grady 2062,2024wimi,2,1,0,None,4,0,0,Subwoofer,Parked,3,Ground,No,0,
1306,34,Blue,Toby 6574,2024wimi,4,0,0,None,0,0,0,None,Parked,3,Neither,No,2,
1306,50,Red,Leah 1714,2024wimi,4,0,0,None,0,3,0,None,Parked,2,Ground,No,0,Robot tips easily
1306,60,Red,Brandon cesarec core 2062,2024wimi,3,1,0,None,0,6,0,None,Not Attempted,2,Source (Fed By Human Player),No,0,This bot didn't go for anything but amp and did very well by quickly getting it in and getting a new piece otherwise known as cycle time
1306,66,Blue,Grady 2062,2024wimi,1,0,0,Wing,3,1,0,Subwoofer,Not Attempted,1,"Ground, ""Source (Fed By Human Player)""",No,0,
1306,74,Red,\nLeah 1714,2024wimi,4,0,0,None,2,3,0,None,Not Attempted,1,Ground,No,0,
1306,87,Red,April 1714,2024wimi,2,1,0,Wing,2,2,0,Subwoofer,Parked,1,Ground,No,0,
1675,18,Red,Carson 6574,2024wimi,4,0,0,None,3,5,0,Wing,Parked,1,Source (Fed By Human Player),No,0,
1675,24,Red,Carson 6574,2024wimi,4,0,0,None,0,2,0,None,Parked,3,Ground,No,0,Got a note stuck in their robot
1675,31,Blue,Preston 6574,2024wimi,4,1,0,None,0,3,0,Subwoofer,Parked,2,Source (Fed By Human Player),No,0,
1675,39,Red,April 1714,2024wimi,3,0,0,None,1,5,0,"Subwoofer, ""Wing""",Parked,3,Ground,No,1,
1675,46,Blue, Chacha 6574,2024wimi,1,1,0,None,0,4,0,None,Not Attempted,1,Ground,No,0,Good at amp
1675,61,Blue,Margaret 6574,2024wimi,2,1,0,None,0,7,0,Wing,Not Attempted,1,Ground,No,0,
1675,71,Blue,Grady 2062,2024wimi,4,1,0,None,1,3,0,None,Not Attempted,2,Ground,No,0,
1675,77,Red,Zoe 6574,2024wimi,2,1,0,None,2,4,0,Subwoofer,Not Attempted,3,Ground,No,0,
1675,83,Red,April 1714,2024wimi,4,1,0,None,4,3,0,Subwoofer,Parked,1,Ground,No,0,
1714,1,Red,Adam Grouse 2062,2024wimi,2,1,0,Wing,3,4,0,"Subwoofer, ""Wing""",Attempted But Failed,1,Ground,No,0,"Low chance for a note to get stuck in intake, easly fixable."
1714,10,Blue,Amelia 1714,2024wimi,2,1,0,Center Line,3,6,0,Wing,Not Attempted,1,Ground,No,0,
1714,27,Red,April 1714,2024wimi,2,1,0,None,0,0,0,None,Not Attempted,1,Neither,Yes - Part Of Match,0,
1714,33,Red,Grady 2062,2024wimi,2,1,0,Center Line,5,6,0,"Subwoofer, ""Podium""",Not Attempted,3,Neither,No,0,
1714,44,Blue,Isabella Cohen 6574,2024wimi,3,4,0,"Wing, ""Center Line""",2,5,0,"Subwoofer, ""Wing""",Single Climb,1,Ground,No,0,
1714,51,Red,Leah 1714,2024wimi,3,3,0,"Wing, ""Center Line""",3,4,0,"Podium, ""Wing""",Harmonized,1,Ground,No,2,
1714,59,Blue,Preston 6574,2024wimi,3,1,0,Wing,0,0,0,None,Single Climb,1,Neither,No,1,Shooter was broken
1714,70,Blue,Diego 1714,2024wimi,3,4,0,"Wing, ""Center Line""",4,5,0,Wing,Single Climb,1,Ground,No,0,
1714,77,Blue,Carson 6574,2024wimi,3,3,0,"Wing, ""Center Line""",5,6,0,Wing,Single Climb,1,Ground,No,0,
1732,2,Red,Adam Grouse 2062,2024wimi,4,0,0,Wing,3,3,1,"Subwoofer, ""Podium""",Not Attempted,1,Ground,No,0,They had a 2 point score in speaker auto.
1732,10,Red,Adam Grouse 2062,2024wimi,4,1,0,"Wing, ""Center Line""",2,5,0,"Subwoofer, ""Wing""",Parked,1,Ground,No,0,"Has a 3 point auto, but 2 missed."
1732,19,Blue,Kiersten  2062,2024wimi,2,3,0,Wing,2,5,0,Subwoofer,Single Climb,1,Ground,No,0,
1732,32,Red,Jonathan M #2062,2024wimi,2,1,0,Center Line,2,7,0,Wing,Single Climb,1,Ground,No,0,
1732,40,Red,Jonathan M #2062,2024wimi,2,1,0,Center Line,4,4,0,Wing,Parked,1,Ground,No,0,
1732,49,Blue,Carson 6574,2024wimi,2,0,0,None,3,4,0,"Subwoofer, ""Wing""",Parked,1,Ground,No,0,
1732,58,Blue,Vitor 1714,2024wimi,2,1,0,Wing,6,5,0,"Subwoofer, ""Podium"", ""Wing""",Parked,1,Ground,No,0,Very good amp and speaker shots
1732,64,Blue,Chacha 6574,2024wimi,2,1,0,Center Line,1,5,0,"Subwoofer, ""Podium""",Parked,2,Ground,No,0,"Accurate shooter, fast amp"
1732,80,Blue,Preston 6574,2024wimi,2,0,0,None,3,4,1,"Subwoofer, ""Wing""",Single Climb,1,Ground,No,0,
1732,87,Blue,Preston 6574,2024wimi,4,0,0,"Wing, ""Center Line""",6,3,0,Subwoofer,Single Climb,1,Source (Fed By Human Player),No,0,
1781,15,Blue,,2024wimi,3,3,0,Wing,6,2,0,Subwoofer,Single Climb,1,Ground,No,0,
1781,21,Red,Brandon cesarec core 2062,2024wimi,2,2,0,"Wing, ""Center Line""",8,0,0,"Subwoofer, ""Podium""",Harmonized,1,"Ground, ""Source (Fed By Human Player)""",No,0,very comfortable with moving around the field stealing notes and scoring them. over all very well built robot.
1781,28,Red,Jonathan M #2062,2024wimi,3,2,0,Wing,2,3,0,Wing,Not Attempted,2,Ground,No,0,
1781,37,Red,Jonathan M #2062,2024wimi,3,0,0,None,3,4,0,Wing,Attempted But Failed,1,Ground,No,0,
1781,47,Red,Alex R 2062,2024wimi,3,3,0,Wing,5,1,0,Subwoofer,Not Attempted,1,Ground,No,0,
1781,55,Blue,Carson 6574,2024wimi,4,1,0,None,2,4,0,Subwoofer,Single Climb,2,Ground,No,0,
1781,64,Red,Jessica 1714,2024wimi,4,0,0,None,1,5,0,Subwoofer,Single Climb,2,Ground,No,0,Notes shot in speaker keep bouncing out and  not making it
1781,77,Blue,"Liam Wagner, Core 2062",2024wimi,2,1,0,Center Line,6,2,0,Subwoofer,Parked,2,Ground,No,0,
1781,83,Blue,Preston 6574,2024wimi,2,1,0,None,6,2,0,Subwoofer,Single Climb,1,Source (Fed By Human Player),No,0,
1781,9,Red,Georgia 6574,2024wimi,3,3,0,None,3,6,0,Wing,Attempted But Failed,1,Neither,No,0,
1792,5,Red,Adam Grouse 2062,2024wimi,1,1,0,None,5,0,0,Podium,Not Attempted,1,Ground,No,0,It drives spiny 
1792,11,Red,Adam Grouse 2062,2024wimi,3,1,0,Wing,0,3,0,"Subwoofer, ""Wing""",Single Climb,1,Neither,No,0,
1792,19,Red,Vitor 1714,2024wimi,4,1,0,None,0,2,0,Subwoofer,Single Climb,3,Ground,No,0,\nsluggish and underpowered shooter
1792,36,Blue,Georgia 6574,2024wimi,4,1,0,None,0,0,0,None,Single Climb,3,Neither,No,0,
1792,45,Red,Alex R,2024wimi,3,2,0,Wing,0,0,0,None,Not Attempted,1,Ground,No,2,
1792,51,Blue,,2024wimi,2,0,0,None,3,0,0,"Subwoofer, ""Wing""",Not Attempted,3,Ground,Yes - Part Of Match,0,
1792,63,Red,Brandon cesarec core 2062,2024wimi,4,0,0,None,6,0,0,"Subwoofer, ""Wing""",Not Attempted,2,Ground,No,0,the robot did a very good job st scoring the notes in the speaker. otherwise they did very well.
1792,70,Blue, Chacha 6574,2024wimi,2,1,0,None,3,0,0,Subwoofer,Not Attempted,3,Ground,No,0,"Not the most accurate shooter, had trouble"
1792,76,Blue,Grady2062,2024wimi,2,1,0,None,1,0,0,None,Not Attempted,2,Ground,No,1,
1792,85,Red,Shane 6381,2024wimi,2,1,0,None,3,4,0,"Subwoofer, ""Wing""",Not Attempted,1,Neither,No,0,
2062,6,Blue,Cohen 2062,2024wimi,2,1,0,None,1,2,0,Subwoofer,Single Climb,2,Ground,No,0,
2062,16,Red,Amelia 1714,2024wimi,2,1,0,Wing,2,2,0,Subwoofer,Not Attempted,1,Ground,No,0,
2062,26,Blue,Preston 6574,2024wimi,2,1,0,None,1,4,0,"Subwoofer, ""Podium""",Single Climb,1,"Ground, ""Source (Fed By Human Player)""",No,0,
2062,35,Red,April 1714,2024wimi,3,0,0,Wing,3,1,0,Podium,Parked,2,Ground,No,1,
2062,44,Red,"Liam Wagner, Core 2062",2024wimi,2,0,0,None,6,2,0,Subwoofer,Parked,2,Ground,No,0,
2062,53,Blue,Rae 6574,2024wimi,2,2,0,Wing,3,2,0,"Subwoofer, ""Wing""",Parked,2,"Ground, ""Source (Fed By Human Player)""",No,1,
2062,59,Blue,,2024wimi,2,1,0,None,0,0,0,None,Parked,2,Ground,No,2,
2062,67,Red,Jonathan M #2062,2024wimi,4,1,0,None,1,2,0,"Subwoofer, ""Wing""",Harmonized,2,Ground,No,0,Experienced a lot of communication stabilization issues (coms/RSL light kept going in/out).
2062,75,Red,Leah 1714,2024wimi,2,0,0,None,6,1,0,"Subwoofer, ""Podium"", ""Wing""",Single Climb,2,Ground,No,0,
2077,2,Blue,Diego 1714,2024wimi,1,0,0,None,0,0,0,None,Attempted But Failed,2,Ground,No,2,intake broke but played good defense
2077,12,Red,,2024wimi,3,0,0,None,0,0,0,None,Harmonized,1,Ground,No,2,Intake seemed to have broken down but driver was skilled and pushed notes next to the speaker for teammates.
2077,20,Red,Carson 6564,2024wimi,3,0,0,None,0,0,0,None,Attempted But Failed,2,Neither,No,0,Seem to have a hard time moving across the field
2077,31,Red,Jonathan M #2062,2024wimi,4,0,0,None,0,0,0,None,Single Climb,2,Neither,No,1,
2077,38,Red,Grady 2062,2024wimi,4,1,0,Wing,0,0,0,None,Not Attempted,1,Neither,Yes - Part Of Match,1,
2077,47,Blue,Isabella Cohen 6574,2024wimi,4,1,0,None,0,0,0,None,Not Attempted,3,Source (Fed By Human Player),No,2,They had a note stuck on their climber so they were unable to shoot.
2077,60,Blue,Margaret 6574,2024wimi,2,1,0,None,0,0,0,None,Not Attempted,3,Ground,No,2,Shooter broke (I think)
2077,67,Red,Jessica 1714,2024wimi,2,0,0,None,0,0,0,Subwoofer,Attempted But Failed,3,Ground,No,0,
2077,75,Blue,Amelia 1714,2024wimi,2,1,0,None,1,0,0,Subwoofer,Not Attempted,3,Ground,Yes - Part Of Match,0,
2077,86,Blue,Preston 6574,2024wimi,2,0,0,None,0,0,0,None,Not Attempted,2,Neither,No,1,Played defense most of the time 
2194,8,Red,Jessica 1714,2024wimi,3,2,0,Wing,5,0,0,Subwoofer,Single Climb,1,Ground,No,0,Something happened to their robot mid round and just climbed
2194,18,Blue,Kirsten 2062,2024wimi,3,2,0,Wing,7,0,0,Subwoofer,Single Climb,2,Ground,No,0,"Very fast, missed a couple of shots"
2194,24,Blue,Vitor 1714,2024wimi,3,1,0,None,4,0,0,Subwoofer,Single Climb,2,Ground,No,1,
2194,30,Red,Jonathan M #2062,2024wimi,3,1,0,Wing,14,0,0,Wing,Parked,1,Ground,No,0,
2194,38,Blue,Toby 6574,2024wimi,3,3,0,None,7,0,0,None,Single Climb,1,Neither,No,0,
2194,47,Blue,Chacha 6574,2024wimi,3,2,0,Wing,7,0,0,None,Not Attempted,1,Ground,No,0,Fast speaker shooter
2194,56,Blue,Amelia 1714,2024wimi,3,1,0,Wing,5,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,
2194,72,Red,,2024wimi,3,2,0,Wing,8,0,0,"Subwoofer, ""Wing""",Attempted But Failed,2,Ground,No,0,
2194,81,Blue,Preston 6574,2024wimi,3,3,0,Wing,6,0,0,Subwoofer,Harmonized,1,Ground,No,0,
2194,87,Red,Kevin Fajardo 1714,2024wimi,3,2,0,Wing,8,0,0,Subwoofer,Attempted But Failed,1,Ground,No,0,
2202,1,Red,Jessica 1714,2024wimi,4,1,0,Wing,6,0,0,Subwoofer,Single Climb,2,Ground,No,0,
2202,15,Red,Adam Grouse 2062,2024wimi,3,1,0,None,4,0,0,None,Not Attempted,1,Neither,No,0,
